Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Occupants,Fatal.Serious.Injuries,Fatal.Serious.Rate,Destroyed,Aircraft.Type
20001212X18577,Incident,CHI92RA060,1991-12-12,"NAKINA, Canada",Canada,,,,,Incident,Minor,Airplane,N475EV,Boeing,B-747-121,No,0.0,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,0.0,Vmc,Foreign,05-08-1996,0.0,0.0,0.0,0,Boeing B-747-121
20001212X18531,Accident,ANC92FA083,1991-12-13,"NINILCHIK, AK",United States,,,,,Fatal(1),Destroyed,Airplane,N307SC,Piper,"PA-31T3, T1040",No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,,1.0,0.0,0.0,0.0,Imc,Probable Cause,09-12-2011,1.0,1.0,1.0,1,"Piper PA-31T3, T1040"
20001212X18613,Accident,LAX92FA065,1991-12-20,"FLAGSTAFF, AZ",United States,,,FLG,FLAGSTAFF,Fatal(2),Destroyed,Airplane,N766BA,Beech,58P,No,2.0,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,Imc,Probable Cause,21-04-2016,2.0,2.0,1.0,1,Beech 58P
20001211X14468,Accident,LAX92MA183,1992-04-22,"PERRIS, CA",United States,,,L65,PERRIS VALLEY,Fatal(16),Destroyed,Airplane,N141PV,De Havilland,DHC-6-200,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,16.0,6.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,22.0,22.0,1.0,1,De Havilland DHC-6-200
20001211X15678,Accident,DCA92MA048,1992-09-07,"HINCKLEY, IL",United States,,,,,Fatal(12),Destroyed,Airplane,N3657G,Beech,C-45H,No,2.0,Reciprocating,Part 91: General Aviation,Skydiving,12.0,0.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,12.0,12.0,1.0,1,Beech C-45H
20001211X16223,Accident,NYC93LA041,1992-12-13,"LONDONDERRY, NH",United States,,,,,Non-Fatal,Substantial,Airplane,N210PQ,Cessna,T210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,Vmc,Probable Cause,02-05-2011,1.0,0.0,0.0,0,Cessna T210
20001211X16199,Accident,LAX93WA090,1992-12-29,"LORETO, MEXICO",Mexico,,,,,Non-Fatal,Substantial,Airplane,N4506X,Piper,PA-34-200,No,0.0,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Foreign,05-08-1996,2.0,0.0,0.0,0,Piper PA-34-200
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,,,,,Fatal(2),Destroyed,Airplane,N3741Z,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,Vmc,Probable Cause,17-08-2012,2.0,2.0,1.0,1,Piper PA-18-150
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,,,1N2,SPADARO,Fatal(1),Destroyed,Airplane,N5010D,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,1.0,4.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,5.0,5.0,1.0,1,Cessna 182A
20001211X13180,Accident,LAX93LA329,1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,,,,,Non-Fatal,Destroyed,Airplane,N1232H,Piper,PA-34-220,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,Vmc,Probable Cause,23-03-2016,1.0,0.0,0.0,1,Piper PA-34-220
20001211X13402,Accident,FTW93LA257,1993-09-04,"FENTRESS, TX",United States,,,,,Fatal(1),Minor,Airplane,N125MB,Beech,C-45H,No,2.0,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,10.0,Vmc,Probable Cause,17-10-2016,11.0,1.0,0.09090909090909091,0,Beech C-45H
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,,,,,Non-Fatal,Substantial,Airplane,N9841L,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Aerial Observation,0.0,0.0,0.0,2.0,Vmc,Probable Cause,28-12-2010,2.0,0.0,0.0,0,Cessna 172
20001211X13771,Accident,LAX94WA053,1993-11-13,"MULEGE, MEXICO",Mexico,,,,,Non-Fatal,Substantial,Airplane,N6879J,Piper,PA-32R-300,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,3.0,1.0,Vmc,Foreign,05-05-1994,5.0,1.0,0.2,0,Piper PA-32R-300
20001211X13695,Accident,BFO94FA021,1993-11-28,"BUTLER, PA",United States,,,BTP,BUTLER COUNTY,Fatal(1),Destroyed,Airplane,N707JS,Piper,PA32R-301,No,1.0,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,Imc,Probable Cause,01-02-2016,1.0,1.0,1.0,1,Piper PA32R-301
20001211X13814,Accident,ANC94LA026,1993-12-12,"PORT LIONS, AK",United States,,,ORI,PORT LIONS,Non-Fatal,Substantial,Airplane,N43527,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,5.0,Vmc,Probable Cause,19-03-2009,5.0,0.0,0.0,0,Piper PA-32
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,,,T02,CLOVER FIELD,Fatal(5),Destroyed,Airplane,N739TL,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,5.0,0.0,0.0,0.0,Vmc,Probable Cause,12-04-2016,5.0,5.0,1.0,1,Cessna 172N
20001206X00742,Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,,,,,Non-Fatal,Substantial,Airplane,N8149S,Beech,2000 (STARSHIP),No,,Unknown,"Non-U.S., Non-Commercial",Business,0.0,0.0,0.0,6.0,Unk,Foreign,,6.0,0.0,0.0,0,Beech 2000 (STARSHIP)
20001206X01822,Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,,,I-54,MAD RIVER,Fatal(4),Destroyed,Airplane,N1124V,Cessna,K172R,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,4.0,0.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,4.0,4.0,1.0,1,Cessna K172R
20001206X02019,Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N6307S,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,Vmc,Probable Cause,02-05-2011,1.0,0.0,0.0,0,Cessna 150
20001206X01926,Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,,,Z53,CAPE SABINE,Non-Fatal,Substantial,Airplane,N9825F,Cessna,208,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,2.0,Vmc,Probable Cause,17-11-2009,2.0,0.0,0.0,0,Cessna 208
20001206X02310,Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,,,,,Non-Fatal,Substantial,Airplane,N1869J,Piper,PA-28-140,No,,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Foreign,06-10-1994,1.0,0.0,0.0,0,Piper PA-28-140
20001206X02325,Accident,MIA94WA215,1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,,,,,Non-Fatal,Substantial,Airplane,N8374Y,Piper,PA32R-301T,No,,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,6.0,Vmc,Foreign,,6.0,0.0,0.0,0,Piper PA32R-301T
20001206X02234,Accident,DCA94WA077,1994-09-23,"WESTMAN ISLES, Iceland",Iceland,,,,,Fatal(2),Destroyed,Airplane,N9082N,Aero Commander,500S,No,,Unknown,"Non-U.S., Commercial",Unknown,2.0,0.0,0.0,0.0,Unk,Foreign,,2.0,2.0,1.0,1,Aero Commander 500S
20001206X02621,Accident,LAX95WA056,1994-11-18,"TRIPUI, MEXICO",Mexico,,,,,Non-Fatal,Substantial,Airplane,N71RJ,Piper,PA-32R-300,No,,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,Vmc,Foreign,22-12-1994,4.0,0.0,0.0,0,Piper PA-32R-300
20001206X02737,Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,,,IPL,IMPERIAL COUNTY AIRPORT,Fatal(2),Destroyed,Airplane,N4647R,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,Vmc,Probable Cause,17-08-2012,2.0,2.0,1.0,1,Piper PA-28-140
20001206X02711,Accident,DCA95WA012,1994-12-29,"VAN, Turkey",Turkey,,,,,Fatal(54),Destroyed,Airplane,,Boeing,737-400,No,,Unknown,"Non-U.S., Commercial",Unknown,54.0,21.0,0.0,0.0,Imc,Foreign,,75.0,75.0,1.0,1,Boeing 737-400
20001207X03179,Accident,NYC95LA070,1995-03-11,"WILMINGTON, OH",United States,,,I66,CLINTON FIELD,Non-Fatal,Substantial,Airplane,N8395Y,Piper,PA-28RT-201,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,11-09-2012,2.0,0.0,0.0,0,Piper PA-28RT-201
20001207X03370,Accident,NYC95LA093,1995-04-24,"BANGOR, ME",United States,,,BGR,BANGOR INTERNATIONAL ARPT,Non-Fatal,Substantial,Airplane,N62EC,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,15-06-2015,2.0,0.0,0.0,0,Cessna 185
20001207X03480,Accident,FTW95WA227,1995-05-06,"SOTO CANO, HONDURAS",Honduras,,,MHSL,COMAYAGUA,Non-Fatal,Substantial,Airplane,N26496,Cessna,550,No,2.0,Turbo Fan,"Non-U.S., Non-Commercial",Public Aircraft,0.0,0.0,0.0,3.0,Vmc,Foreign,01-03-2012,3.0,0.0,0.0,0,Cessna 550
20001207X03526,Incident,NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,Airplane,N13624,Boeing,737-500,No,2.0,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,288.0,Vmc,Probable Cause,04-12-2014,288.0,0.0,0.0,0,Boeing 737-500
20001207X03526,Incident,NYC95IA114A,1995-05-19,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,Airplane,LNRCK,Boeing,767-383ER,No,2.0,Turbo Fan,Part 129: Foreign,,0.0,0.0,0.0,288.0,Vmc,Probable Cause,04-12-2014,288.0,0.0,0.0,0,Boeing 767-383ER
20001207X03963,Accident,FTW95LA309,1995-07-23,"BELEN, NM",United States,,,,,Fatal(1),Unknown,Airplane,N926MA,De Havilland,DHC-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,17.0,Vmc,Probable Cause,17-10-2016,18.0,1.0,0.05555555555555555,0,De Havilland DHC-6
20001207X04585,Accident,NYC95MA220,1995-09-10,"WEST POINT, VA",United States,,,W97,WEST POINT MUNICIPAL,Fatal(12),Destroyed,Airplane,N945PA,Beech,65,No,2.0,Reciprocating,Part 91: General Aviation,Skydiving,12.0,0.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,12.0,12.0,1.0,1,Beech 65
20001207X04563,Accident,MIA95WA232,1995-09-15,"BOGOTA, COLOMBIA",Colombia,,,,,Non-Fatal,Substantial,Airplane,N3101D,Ayres,AY-65,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,Vmc,Foreign,,2.0,0.0,0.0,0,Ayres AY-65
20001207X04527,Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N7498L,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,25-02-2010,1.0,0.0,0.0,0,Piper PA-18-150
20001207X04862,Incident,FTW96RA039,1995-11-07,"PANAMA CITY, Panama",Panama,,,,,Incident,Minor,Airplane,N79750,Boeing,B727-224,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,2.0,10.0,Unk,Foreign,05-02-2013,12.0,0.0,0.0,0,Boeing B727-224
20001207X04990,Accident,DCA96RA020,1995-12-20,"BUGA, Colombia",Colombia,,,,,Fatal(160),Destroyed,Airplane,N651AA,Boeing,B757,No,,Unknown,Part 121: Air Carrier,Unknown,160.0,4.0,0.0,0.0,Vmc,Foreign,,164.0,164.0,1.0,1,Boeing B757
20001208X05308,Accident,NYC96LA058,1996-02-07,"BRADFORD, PA",United States,,,BFD,BRADFORD REGIONAL,Non-Fatal,Substantial,Airplane,N159YV,Beech,1900D,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,2.0,14.0,Imc,Probable Cause,09-03-2011,16.0,0.0,0.0,0,Beech 1900D
20010304X00536,Accident,DCA96RA042B,1996-02-24,"Havana, Cuba",Cuba,,,,,Fatal(4),Destroyed,Airplane,N5485S,Cessna,337,No,,Unknown,Part 91: General Aviation,Other Work Use,4.0,0.0,0.0,0.0,Vmc,Foreign,,4.0,4.0,1.0,1,Cessna 337
20010304X00536,Accident,DCA96RA042A,1996-02-24,"Havana, Cuba",Cuba,,,,,Fatal(4),Destroyed,Airplane,N2456S,Cessna,337,No,,Unknown,Part 91: General Aviation,Other Work Use,4.0,0.0,0.0,0.0,Vmc,Foreign,,4.0,4.0,1.0,1,Cessna 337
20001208X05343,Accident,ANC96LA033,1996-03-13,"CRIPPLE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N93829,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,1.0,Vmc,Probable Cause,13-10-2010,1.0,0.0,0.0,0,Cessna 185
20001208X05582,Accident,IAD96FA061,1996-04-14,"HARTWOOD, VA",United States,,,,,Fatal(1),Destroyed,Airplane,N8682Z,Cessna,P206C,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,1.0,2.0,0.0,1.0,Vmc,Probable Cause,17-10-2016,4.0,3.0,0.75,1,Cessna P206C
20001208X05646,Accident,MIA96LA135,1996-04-27,"RAEFORD, NC",United States,,,5W4,RAEFORD AIRPORT,Fatal(1),Unknown,Airplane,N716NC,De Havilland,DHC-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,4.0,Vmc,Probable Cause,17-10-2016,5.0,1.0,0.2,0,De Havilland DHC-6
20001208X06203,Accident,DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,,,PNS,PENSACOLA REGIONAL,Fatal(2),Substantial,Airplane,N927DA,Mcdonnell Douglas,MD-88,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,2.0,2.0,3.0,137.0,Vmc,Probable Cause,06-06-2019,144.0,4.0,0.027777777777777776,0,Mcdonnell Douglas MD-88
20001208X06417,Accident,ATL96LA117,1996-08-07,"DAWSON, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N8672H,Grumman,G164,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,08-09-2015,1.0,0.0,0.0,1,Grumman G164
20001208X07016,Incident,DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Argentina,,,,,Incident,Minor,Airplane,N271W,Mcdonnell Douglas,MD-11,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,282.0,Unk,Foreign,,282.0,0.0,0.0,0,Mcdonnell Douglas MD-11
20001208X07017,Accident,DCA97WA011,1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,,,,,Fatal(125),Destroyed,Airplane,,Boeing,767,No,,Unknown,Part 129: Foreign,Unknown,125.0,44.0,2.0,4.0,Vmc,Foreign,,175.0,169.0,0.9657142857142857,1,Boeing 767
20010711X01386,Incident,DCA97WA029,1997-02-15,"Panama City, Panama",Panama,,,,,Incident,Unknown,Airplane,,Boeing,737,No,,,Part 129: Foreign,,0.0,0.0,0.0,63.0,,Foreign,12-05-2011,63.0,0.0,0.0,0,Boeing 737
20001208X07696,Accident,DCA97WA039,1997-04-10,"ZURICH, Switzerland",Switzerland,,,,,Fatal(10),Destroyed,Airplane,,Cessna,414,No,,Unknown,"Non-U.S., Non-Commercial",Business,10.0,0.0,0.0,0.0,Unk,Foreign,,10.0,10.0,1.0,1,Cessna 414
20001208X07660,Accident,ATL97FA060,1997-04-19,"ATHENS, GA",United States,,,,,Fatal(1),Destroyed,Airplane,N6005T,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,1.0,0.0,0.0,0.0,Vmc,Probable Cause,28-10-2015,1.0,1.0,1.0,1,Beech C23
20001208X07807,Accident,NYC97FA080,1997-04-27,"WATERFORD, VA",United States,,,JYO,LEESBURG MUNICIPAL,Fatal(2),Destroyed,Airplane,N885JC,Piper,PA-60-601P,No,2.0,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,Imc,Probable Cause,21-04-2010,2.0,2.0,1.0,1,Piper PA-60-601P
20001208X07697,Accident,DCA97WA043,1997-04-27,"JINAN, CHINA",China,,,,,Unavailable,Substantial,Airplane,,Mcdonnell Douglas,MD-82,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,Unk,Foreign,,0.0,0.0,0.0,0,Mcdonnell Douglas MD-82
20001208X07698,Accident,DCA97WA044,1997-04-30,,Cambodia,,,,,Fatal(2),Destroyed,Airplane,N9825F,Cessna,208,No,,Unknown,Part 129: Foreign,Unknown,2.0,0.0,0.0,0.0,Unk,Foreign,,2.0,2.0,1.0,1,Cessna 208
20001208X07906,Accident,FTW97LA177,1997-05-04,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Unknown,Airplane,N217US,Boeing,737-201,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,0.0,1.0,0.0,96.0,Vmc,Probable Cause,14-02-2018,97.0,1.0,0.010309278350515464,0,Boeing 737-201
20001208X07896,Accident,DCA97WA047A,1997-05-14,"LONDON, United Kingdom",United Kingdom,,,,HEATHROW INTERNATIONAL,Non-Fatal,Minor,Airplane,,Boeing,747-400,No,4.0,Turbo Fan,Part 129: Foreign,Unknown,0.0,0.0,0.0,573.0,Vmc,Foreign,,573.0,0.0,0.0,0,Boeing 747-400
20001208X07896,Accident,DCA97WA047B,1997-05-14,"LONDON, UNITED KINGDOM",United Kingdom,,,,HEATHROW INTERNATIONAL,Non-Fatal,Substantial,Airplane,N770UA,Boeing,B777,No,2.0,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,573.0,Vmc,Foreign,,573.0,0.0,0.0,0,Boeing B777
20001208X07972,Accident,MIA97FA173,1997-05-25,"HOMESTEAD, FL",United States,,,,,Fatal(6),Destroyed,Airplane,N8214Z,Cessna,205,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,6.0,0.0,0.0,1.0,Vmc,Probable Cause,17-10-2016,7.0,6.0,0.8571428571428571,1,Cessna 205
20001208X08238,Accident,NYC97WA104,1997-06-01,"CARROLL LAKE, CANADA",Canada,,,,,Fatal(2),Substantial,Airplane,N6428Z,Cessna,TU-206G,No,,Unknown,Part 91: General Aviation,Personal,2.0,0.0,1.0,0.0,Vmc,Foreign,10-06-1997,3.0,2.0,0.6666666666666666,0,Cessna TU-206G
20001208X08067,Accident,ATL97WA079,1997-06-03,"ASUNCION, Paraguay",Paraguay,,,,,Non-Fatal,Unknown,Airplane,N651UA,Boeing,767-300,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,1.0,0.0,122.0,Unk,Foreign,11-06-1997,123.0,1.0,0.008130081300813009,0,Boeing 767-300
20001208X08047,Accident,ANC97LA091,1997-06-26,"CHUGIAK, AK",United States,,,BCV,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N1386A,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,Vmc,Probable Cause,15-12-2009,2.0,0.0,0.0,0,Piper PA-18
20001208X08313,Incident,CHI97IA212,1997-07-12,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,Incident,Unknown,Airplane,N9348,Mcdonnell Douglas,DC-9-15,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,75.0,Vmc,Probable Cause,19-04-2016,75.0,0.0,0.0,0,Mcdonnell Douglas DC-9-15
20001208X08714,Accident,MIA97WA226,1997-08-02,"LIMA, Peru",Peru,,,,,Fatal(1),Unknown,Airplane,N12114,Boeing,757-200,No,,Unknown,Part 121: Air Carrier,Unknown,1.0,0.0,0.0,149.0,Unk,Foreign,08-08-1997,150.0,1.0,0.006666666666666667,0,Boeing 757-200
20001208X08606,Accident,DCA97MA058,1997-08-06,"NIMITZ HILL, GU",United States,,,KGUM,AGANA INTERNATIONAL AIRPO,Fatal(228),Destroyed,Airplane,H7468,Boeing,747-300,No,4.0,Turbo Fan,Part 129: Foreign,Unknown,228.0,26.0,0.0,0.0,Imc,Probable Cause,23-10-2009,254.0,254.0,1.0,1,Boeing 747-300
20001208X08682,Accident,LAX97LA294,1997-08-18,"CHANDLER, AZ",United States,,,CHD,CHANDLER MUNICIPAL,Non-Fatal,Substantial,Airplane,N57528,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,Vmc,Probable Cause,23-04-2010,2.0,0.0,0.0,0,Piper PA-18-150
20001208X08700,Accident,MIA97FA239,1997-08-23,"BROWNSVILLE, TN",United States,,,,,Fatal(1),Destroyed,Airplane,N5678K,Beech,95-B55,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,1.0,0.0,0.0,0.0,Vmc,Probable Cause,29-03-2010,1.0,1.0,1.0,1,Beech 95-B55
20001208X08921,Accident,SEA97FA201,1997-09-01,"BREMERTON, WA",United States,,,PWT,BREMERTON NATIONAL,Fatal(5),Destroyed,Airplane,N9015T,Cessna,182C,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,5.0,0.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,5.0,5.0,1.0,1,Cessna 182C
20001208X08828,Incident,DCA98WA006,1997-09-02,"SPA BELGIUM, Belgium",Belgium,,,,,Incident,Minor,Airplane,,De Havilland,DHC-2,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,Unk,Foreign,,0.0,0.0,0.0,0,De Havilland DHC-2
20001208X08838,Accident,FTW97LA338,1997-09-03,"SAGUACHE, CO",United States,,,,,Non-Fatal,Substantial,Airplane,N7397R,Beech,V35B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,Vmc,Probable Cause,21-04-2016,1.0,0.0,0.0,0,Beech V35B
20001208X08865,Accident,IAD97FA117,1997-09-06,"SMITHFIELD, RI",United States,,,SFZ,NORTH CENTRAL STATE,Fatal(5),Destroyed,Airplane,N3286Y,Cessna,182E,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,5.0,1.0,0.0,0.0,Vmc,Probable Cause,17-10-2016,6.0,6.0,1.0,1,Cessna 182E
20001208X08803,Accident,CHI97FA308,1997-09-14,"St. Ignaces, MI",United States,45.928334,-84.825556,83D,Mackinac County,Fatal(2),Destroyed,Airplane,N9399W,Piper,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,Imc,Probable Cause,27-09-2019,2.0,2.0,1.0,1,Piper PA-28-235
20001208X08986,Accident,DCA98MA002,1997-10-08,"MONTROSE, CO",United States,,,KMTJ,MONTROSE REGIONAL,Fatal(9),Destroyed,Airplane,N12022,Cessna,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,,9.0,0.0,0.0,0.0,Imc,Probable Cause,20-12-2013,9.0,9.0,1.0,1,Cessna 208B
20001208X08990,Accident,DCA98WA004,1997-10-09,"BANJUL, Gambia",Gambia,,,,,Fatal(8),Destroyed,Airplane,,Beech,BE-200,No,,Unknown,Part 129: Foreign,Unknown,8.0,0.0,1.0,0.0,Imc,Foreign,,9.0,8.0,0.8888888888888888,1,Beech BE-200
20001208X08992,Accident,DCA98WA082,1997-10-09,"HARBIN, CHINA",China,,,,,Unavailable,Substantial,Airplane,,Cessna,650-0220,No,,Unknown,"Non-U.S., Non-Commercial",Unknown,0.0,0.0,0.0,0.0,Unk,Foreign,,0.0,0.0,0.0,0,Cessna 650-0220
20001208X08953,Accident,ATL98LA004,1997-10-20,"BLAKLEY, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N9567P,Piper,PA-25-235C,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,Vmc,Probable Cause,01-02-2016,1.0,0.0,0.0,1,Piper PA-25-235C
20001208X09175,Accident,FTW98LA046,1997-11-07,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Substantial,Airplane,N9607D,Piper,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,Vmc,Probable Cause,01-02-2016,2.0,0.0,0.0,0,Piper PA-22-150
20001208X09227,Accident,MIA98LA031,1997-11-08,"ELBERTA, AL",United States,,,7J9,HORAK,Fatal(1),Minor,Airplane,N1022S,De Havilland,DHC-6-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,17.0,Vmc,Probable Cause,17-10-2016,18.0,1.0,0.05555555555555555,0,De Havilland DHC-6-6
20001208X09164,Accident,DCA98WA007,1997-11-18,"MWANZA AIRPORT, TANZANIA",Tanzania,,,,,Non-Fatal,Substantial,Airplane,,Mcdonnell Douglas,DC-8F,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,4.0,0.0,Unk,Foreign,,4.0,0.0,0.0,0,Mcdonnell Douglas DC-8F
20001208X09165,Incident,DCA98WA039,1997-11-23,"PARIS, France",France,,,,,Incident,Unknown,Airplane,,Mcdonnell Douglas,MD-83,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,138.0,Unk,Foreign,,138.0,0.0,0.0,0,Mcdonnell Douglas MD-83
20001208X09353,Incident,MIA98WA056,1997-12-05,"MONTEVIDEO, Uruguay",Uruguay,,,,,Incident,Unknown,Airplane,,Boeing,707-320,No,,Unknown,"Non-U.S., Non-Commercial",Positioning,0.0,0.0,0.0,3.0,Vmc,Foreign,,3.0,0.0,0.0,0,Boeing 707-320
20001211X09413,Accident,DCA98RA016,1998-01-09,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,Airplane,N653UA,Boeing,767-322ER,No,,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,1.0,4.0,87.0,Unk,Foreign,,92.0,1.0,0.010869565217391304,0,Boeing 767-322ER
20001211X09533,Incident,DCA98WA024,1998-02-17,"BRUSSELS, Belgium",Belgium,,,,,Incident,Minor,Airplane,,Boeing,757-200,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,2.0,Unk,Foreign,,2.0,0.0,0.0,0,Boeing 757-200
